temperature,loading,fug_CO2,act_coeff_CO2,Henry_CO2,x_CO2,Pressure
40.0,0.01,1.3497258121181426e-05,1.1197891447783497,0.012053392537443345,5.165602508169898e-11,6.452424656385616
40.0,0.04413793103448276,0.00021346791460781075,1.1129560521863866,0.1918026450266891,8.219895113725718e-10,6.469646898104794
40.0,0.07827586206896552,0.00067148990849506,1.1062485962964808,0.6069972976626468,2.6013479221872196e-09,6.488012984914551
40.0,0.11241379310344828,0.0014878230013776314,1.0995461838353158,1.353124610180512,5.798951505562981e-09,6.506909363774269
40.0,0.14655172413793105,0.0028417643908895626,1.0928109964324737,2.6004170896583387,1.1144348778900888e-08,6.526262486797377
40.0,0.1806896551724138,0.005035853687670869,1.086026213748214,4.636954084460423,1.987213274150784e-08,6.546228186020703
40.0,0.21482758620689657,0.008591663598515382,1.0791845247552934,7.961255375176505,3.411876001419583e-08,6.567215857449597
40.0,0.24896551724137933,0.01444681216030494,1.0722850123214462,13.472921839155688,5.773956056647404e-08,6.5900562763620885
40.0,0.2831034482758621,0.02438435637154227,1.0653330223822788,22.88895196078162,9.809290396102275e-08,6.616410195984952
40.0,0.31724137931034485,0.04204915379907199,1.0583427499675877,39.73113039264432,1.7027175226486183e-07,6.649755927320269
40.0,0.3513793103448276,0.07561994070359174,1.0513439003041156,71.92693150330508,3.0825009359335615e-07,6.6980098165438715
40.0,0.38551724137931037,0.14582326173176205,1.0443983563735932,139.62417773051283,5.983734458538426e-07,6.7814223820205655
40.0,0.41965517241379313,0.3141997974942405,1.0376436180945101,302.8012624134144,1.2976852415125263e-06,6.960546062216475
40.0,0.4537931034482759,0.8017080034603858,1.0314094366310962,777.2936478834374,3.331170045792667e-06,7.454046897166922
40.0,0.48793103448275865,2.514541837243242,1.0264435415053366,2449.761468181218,1.049869897221403e-05,9.163027788554867
40.0,0.5220689655172415,8.503046652204192,1.0236732375116206,8306.407103963842,3.559794243556349e-05,15.131747559410567
40.0,0.5562068965517242,24.300637320500524,1.022889095034871,23756.864198138803,0.00010181242907914736,30.89556781830887
40.0,0.5903448275862069,55.6618432183168,1.0231362392022216,54403.15872470558,0.00023315020421654057,62.21594242506721
40.0,0.6244827586206897,108.15556773443869,1.0238296344941977,105638.24692168708,0.0004527233237963422,114.66597786304312
40.0,0.6586206896551725,187.7583140026375,1.024714601925859,183229.86092885042,0.0007852499835589463,194.22405448016258
40.0,0.6927586206896552,300.95514095141,1.0256736260835242,293421.9358847998,0.0012574891950545282,307.37615998669474
40.0,0.7268965517241379,454.472335956037,1.0266436649863433,442677.7775539895,0.001897140104697028,460.84914007152133
40.0,0.7610344827586207,654.7639862404958,1.0275858437105503,637186.6547676277,0.002730727446082327,661.0974742023526
40.0,0.7951724137931035,907.3303645109089,1.0284741068137595,882210.2165720466,0.003780800544992699,913.6217301133543
40.0,0.8293103448275863,1216.019039384166,1.0292909641250052,1181414.276203131,0.005063069612463705,1222.2696911866344
40.0,0.863448275862069,1582.4917592075687,1.0300258256396781,1536361.244364715,0.006584230516588451,1588.7032418263636
40.0,0.8975862068965518,2006.0360149475378,1.0306740672513044,1946334.0338982407,0.008341210108281885,2012.209931316448
40.0,0.9317241379310346,2483.7767341082113,1.0312360477425828,2408543.358763785,0.010322054621897473,2489.9146750473055
40.0,0.9658620689655173,3011.195192549586,1.0317158864148865,2918628.3086259332,0.012508074937922557,3017.298681054434
40.0,1.0,3582.780630230943,1.0321201470946966,3471282.5249231616,0.014876530123454218,3588.851084131944
60.0,0.01,0.00011662977751973887,1.0951972152464795,0.10649203257286476,3.116485348613821e-10,17.49477873742257
60.0,0.04413793103448276,0.001813094500304098,1.0900376873699564,1.6633319391724275,4.867734696269811e-09,17.534466603257577
60.0,0.07827586206896552,0.005641174715424095,1.0850246717080685,5.199121146751105,1.52152085823243e-08,17.578855323851595
60.0,0.11241379310344828,0.012381664289482402,1.0800371896962417,11.464109206243833,3.354967269661403e-08,17.62670524408131
60.0,0.14655172413793105,0.023435985163158663,1.07503800943062,21.80014562980078,6.379804461562462e-08,17.678681029361417
60.0,0.1806896551724138,0.04114669796286716,1.0700114909540424,38.45444493888564,1.1253678922797755e-07,17.736672976539843
60.0,0.21482758620689657,0.06949519120243074,1.0649522339763253,65.25662746670726,1.9097327610945094e-07,17.804287238073563
60.0,0.24896551724137933,0.1155019809412132,1.0598622899709338,108.97829089133907,3.189245605275208e-07,17.888153576467964
60.0,0.2831034482758621,0.19216878784041014,1.0547515996724757,182.1934073388302,5.331883248608179e-07,18.000791561711686
60.0,0.31724137931034485,0.32508400483867,1.0496413818710026,309.70959267936115,9.06363964130334e-07,18.167107558514232
60.0,0.3513793103448276,0.5684758305044801,1.0445717409962156,544.219040390965,1.592654985390228e-06,18.440262077693205
60.0,0.38551724137931037,1.0477888622619767,1.0396177857517988,1007.8596928815227,2.9494976200914814e-06,18.94388162238646
60.0,0.41965517241379313,2.082383736094744,1.0349219926585789,2012.11661445649,5.888451743434881e-06,19.994048387573557
60.0,0.4537931034482759,4.552096923776698,1.0307478885585237,4416.304873680311,1.2924299688260004e-05,22.464716263285933
60.0,0.48793103448275865,10.863734862878324,1.0275029656110573,10572.947452679757,3.094169115928433e-05,28.7538458479105
60.0,0.5220689655172415,26.45485766978148,1.0255363384616667,25796.119237924333,7.549224642799364e-05,44.29190635404869
60.0,0.5562068965517242,59.87335367443283,1.024775014572725,58425.852331496135,0.00017098303823508674,77.62943446379293
60.0,0.5903448275862069,120.76974795624172,1.0248231950389992,117844.47165215251,0.00034487140534929727,138.42665020080415
60.0,0.6244827586206897,218.7889095121745,1.0253224751379595,213385.46146931575,0.0006244717545618277,236.3369744745458
60.0,0.6586206896551725,363.63381054007243,1.0260527832498878,354400.6862768892,0.0010371522823220507,381.06866990459787
60.0,0.6927586206896552,564.9674442141951,1.0268889924436384,550173.824407027,0.0016100816385321132,582.287835174434
60.0,0.7268965517241379,831.8748248049412,1.0277572352181505,809407.8993551122,0.0023687291888869985,849.0814166682053
60.0,0.7610344827586207,1172.0577996999714,1.0286113413955118,1139456.4229768715,0.003334614958317726,1189.1525458309952
60.0,0.7951724137931035,1590.9894469049186,1.029421607182607,1545517.8284621884,0.00452295214210342,1607.9751742144986
60.0,0.8293103448275863,2091.290114053342,1.0301694537346522,2030044.7722186202,0.0059409184300436525,2108.1702145084014
60.0,0.863448275862069,2672.4968310600734,1.0308445549432574,2592531.355231517,0.007587033310564978,2689.2750086088386
60.0,0.8975862068965518,3331.2992964534606,1.031442885108281,3229746.740755054,0.009451841752019623,3347.9793578843237
60.0,0.9317241379310346,4062.1467893353997,1.0319650748326383,3936321.9632158475,0.011519631496746228,4078.732480688274
60.0,0.9658620689655173,4858.028958709398,1.0324149236694389,4705500.518573337,0.013770629660951026,4874.523850199667
60.0,1.0,5711.24080902474,1.0327981244325801,5529871.398791026,0.016183147957345108,5727.648225246295
80.0,0.01,0.0008626048709117365,1.0748140175759464,0.8025619844977364,1.781067083272858e-09,41.734922681312575
80.0,0.04413793103448276,0.013174257897632996,1.0710579966789442,12.300228314883732,2.729699660779532e-08,41.81965034552918
80.0,0.07827586206896552,0.040519879735103737,1.0674690136935063,37.958834603453774,8.423926392915379e-08,41.92562702432548
80.0,0.11241379310344828,0.08802232003443605,1.0639257712441725,82.73351620339197,1.836044383356893e-07,42.052893153862705
80.0,0.14655172413793105,0.16488348888475843,1.060392087254535,155.49294536104932,3.4507411516261657e-07,42.208701121757194
80.0,0.1806896551724138,0.28622921656561895,1.0568541216140925,270.8313386983552,6.01036171400819e-07,42.40688246946183
80.0,0.21482758620689657,0.4771402878856589,1.0533090688746956,452.9917210296238,1.0052913779935708e-06,42.671349218624904
80.0,0.24896551724137933,0.780385757901146,1.049762534130577,743.392655508961,1.6497569212706012e-06,43.04357519295234
80.0,0.2831034482758621,1.271632547840558,1.046229117104105,1215.4436605247188,2.6973451735170648e-06,43.59759064409727
80.0,0.31724137931034485,2.09058667586228,1.0427355288681388,2004.905959358223,4.449341082988454e-06,44.47083948277951
80.0,0.3513793103448276,3.507428176235852,1.0393264589505629,3374.712676686208,7.489252892673484e-06,45.9302043806923
80.0,0.38551724137931037,6.0688380357081435,1.0360740598669373,5857.533038215011,1.299919443614942e-05,48.517430293596874
80.0,0.41965517241379313,10.918644490143066,1.0330898600181908,10568.92039376982,2.3454831630051786e-05,53.36906464978495
80.0,0.4537931034482759,20.4529315404088,1.0305299841676263,19847.002857397616,4.4045001101136695e-05,62.87136638660181
80.0,0.48793103448275865,39.39644494614045,1.0285682680445078,38302.21694573578,8.500130723375705e-05,81.73864295926728
80.0,0.5220689655172415,75.83890683333586,1.0273168366196384,73822.31472315978,0.00016382846098387556,118.05476540822602
80.0,0.5562068965517242,141.14505036650485,1.0267495657023642,137467.84520912103,0.0003050723294147064,183.18786650383902
80.0,0.5903448275862069,248.57468961726266,1.02672337831338,242104.83063666234,0.0005372855341736233,290.40856194028686
80.0,0.6244827586206897,411.87027770246175,1.027065940740979,401016.3918056878,0.0008899463332354942,453.47161513275694
80.0,0.6586206896551725,644.4109228055366,1.027633619980969,627082.3669796543,0.0013916380091529776,685.766265186002
80.0,0.6927586206896552,958.5165848816962,1.0283229382140955,932116.3121639267,0.0020685775222904794,999.6198081196385
80.0,0.7268965517241379,1364.6036778794771,1.0290629373807672,1326064.352635951,0.0029428375806505513,1405.453766964379
80.0,0.7610344827586207,1870.2887615583888,1.0298057538650442,1816156.8378685615,0.004030463969724371,1910.8882162492368
80.0,0.7951724137931035,2479.6849868179233,1.030519785951481,2406246.8480684487,0.005340007548458542,2520.0386706271197
80.0,0.8293103448275863,3193.1378702685256,1.0311852307868825,3096570.6014155075,0.006871992538574014,3233.2521393097145
80.0,0.863448275862069,4007.451857823526,1.0317909965544467,3883976.378167646,0.008619424559079946,4047.3338922923103
80.0,0.8975862068965518,4916.544701491283,1.0323323513490972,4762559.940184115,0.010569200766323868,4956.2020004919705
80.0,0.9317241379310346,5912.334538312612,1.0328090224802722,5724518.676370823,0.012704005396474819,5951.774555134802
80.0,0.9658620689655173,6985.641097191734,1.033223648078496,6761015.497644728,0.015004226944400765,7024.870997180888
80.0,1.0,8126.953304465864,1.0335805734244339,7862912.203873802,0.017449585671252998,8165.9798223506605
100.0,0.01,0.005526058058794551,1.057684363285041,5.224675953070987,9.562526449088208e-09,89.59835748654204
100.0,0.04413793103448276,0.08276168084252024,1.0551280080193646,78.43757365314988,1.4356131928520374e-07,89.79043272176375
100.0,0.07827586206896552,0.2510966704764064,1.0527595747075504,238.51283475256858,4.365410048881272e-07,90.08619447911354
100.0,0.11241379310344828,0.5384065595093641,1.0504573462426323,512.5449038318251,9.380915186436267e-07,90.50189988479413
100.0,0.14655172413793105,0.9946311603498057,1.0481862626361431,948.9068840192117,1.7367483184908448e-06,91.08274299581248
100.0,0.1806896551724138,1.6994800260980214,1.0459342054133167,1624.8441032927556,2.973890601626539e-06,91.905046869714
100.0,0.21482758620689657,2.779693429930109,1.0437004455971937,2663.3057805581366,4.874547665224486e-06,93.09234169397412
100.0,0.24896551724137933,4.439763776292492,1.0414926885800742,4262.8852079081535,7.802197287678321e-06,94.8455432531775
100.0,0.2831034482758621,7.016198371815181,1.0393269018456424,6750.7137161135515,1.2355575549640465e-05,97.49681507938392
100.0,0.31724137931034485,11.073890620574415,1.0372286113308988,10676.422246360113,1.9540651138841104e-05,101.60553126345181
100.0,0.3513793103448276,17.576856796093182,1.0352348162995668,16978.61829929699,3.1075321802602635e-05,108.12863029194784
100.0,0.38551724137931037,28.183278805426156,1.0333956194420735,27272.49687843868,4.9915817760803835e-05,118.71540871300597
100.0,0.41965517241379313,45.72406681726299,1.0317733900270263,44315.99734905481,8.11098909433746e-05,136.18632392880295
100.0,0.4537931034482759,74.88524280195857,1.030436111240997,72673.3486773587,0.00013301127670177826,165.2166345019143
100.0,0.48793103448275865,122.96898941192855,1.0294423663391974,119452.03872774236,0.00021862854079211167,213.10007225351745
100.0,0.5220689655172415,200.38623522337724,1.0288216005348734,194772.57779113363,0.0003564848697630799,290.2446674857348
100.0,0.5562068965517242,320.48040707606015,1.0285614620314691,311581.1926718434,0.00057027525203963,409.9983302136683
100.0,0.5903448275862069,498.615815184249,1.028612035033359,484746.23881693004,0.0008872126752776512,587.7361228098337
100.0,0.6244827586206897,750.8578435007878,1.0289030436624775,729765.4022171403,0.001335661966983636,839.5372761727494
100.0,0.6586206896551725,1092.595057039445,1.0293616622293673,1061429.71623125,0.0019426945951248,1180.8042168920053
100.0,0.6927586206896552,1537.247820610918,1.0299234197318643,1492584.5855715498,0.002731821017270922,1624.9694029118375
100.0,0.7268965517241379,2095.1381077877973,1.0305363314986111,2033056.034755259,0.0037210254338163,2182.364519675028
100.0,0.7610344827586207,2772.661943387231,1.0311611303652046,2688873.6025234405,0.004921343481076967,2859.3929490289393
100.0,0.7951724137931035,3571.9083928217115,1.0317698665555108,3461923.5438095024,0.006336227499992813,3658.1490415120284
100.0,0.8293103448275863,4490.829702340403,1.0323440162587334,4350129.057380887,0.00796187639995186,4576.588595280025
100.0,0.863448275862069,5523.8562180077,1.0328725141970418,5348052.293077003,0.009788337489829551,5609.14412982779
100.0,0.8975862068965518,6662.806571029719,1.0333499048603,6447773.924100252,0.01180111632582856,6747.6354021136385
100.0,0.9317241379310346,7897.878789919223,1.0337747260779968,7639845.113918309,0.013982919060432787,7982.260808046488
100.0,0.9658620689655173,9218.539212668591,1.0341481715647483,8914137.708835484,0.016315208517659375,9302.486540087479
100.0,1.0,10614.218792539423,1.0344730562290538,10260507.732537033,0.018779418561985287,10697.743086175273
120.0,0.01,0.030766528982267956,1.0431151158031613,29.49485489775386,4.764203709389379e-08,176.21906369075643
120.0,0.04413793103448276,0.45017788148821264,1.0415999013976303,432.1984678417874,6.981155021179834e-07,176.7722367619682
120.0,0.07827586206896552,1.3416733063144193,1.040293014826214,1289.707118276241,2.083220093205298e-06,177.81856499556048
120.0,0.11241379310344828,2.8255263038089784,1.0390715410137437,2719.2798496360756,4.392360359599724e-06,179.45399600918358
120.0,0.14655172413793105,5.117210054700319,1.037900566120072,4930.3471081335965,7.96382218613188e-06,181.8836107274433
120.0,0.1806896551724138,8.545274224366725,1.0367681079956284,8242.22326908493,1.3313383235250378e-05,185.42836076150104
120.0,0.21482758620689657,13.599982624954741,1.0356729313742021,13131.54202737475,2.121093372172703e-05,190.57143349292377
120.0,0.24896551724137933,21.011764277685888,1.0346207824301021,20308.662492100502,3.2803892581607636e-05,198.03584020957712
120.0,0.2831034482758621,31.870860488309425,1.0336229681627287,30834.12566282276,4.9805315661948005e-05,208.90365759297265
120.0,0.31724137931034485,47.80429831095355,1.032695713991106,46290.787947789686,7.477193714494645e-05,224.79281924918146
120.0,0.3513793103448276,71.22807973993056,1.0318594291476502,69028.8596759418,0.00011149997193174368,248.1094229890607
120.0,0.38551724137931037,105.68543550627514,1.031137417443823,102494.0359242011,0.00016555513422022397,282.38645458375197
120.0,0.41965517241379313,156.2596627028106,1.0305535565600827,151626.92099612433,0.0002449178142958207,332.6975735033906
120.0,0.4537931034482759,230.00568415105718,1.0301288610069117,223278.55558404158,0.00036065426543990266,406.0900600850436
120.0,0.48793103448275865,336.286128129621,1.029877382361826,326530.25873664045,0.0005274332337940896,511.92248908646025
120.0,0.5220689655172415,486.8585450654035,1.0298026323520526,472768.79061129066,0.0007636473662005936,661.9532152130264
