temperature,loading,fug_CO2,fug_H2O,act_coeff_CO2,Henry_CO2,x_CO2,x_MEA,x_H2O,x_MEAH^+,x_MEACOO^-,x_HCO3^-,a_CO2,a_MEA,a_H2O,a_MEAH^+,a_MEACOO^-,a_HCO3^-,C_CO2,C_MEA,C_H2O,C_MEAH^+,C_MEACOO^-,C_HCO3^-,Pressure,K1,K2
80.0,0.41555172413793107,10.245541808519606,42.424591039348925,1.0334218247463542,9914.191439719496,2.200183957330198e-05,0.024497654998249494,0.882243642959659,0.04661835010125903,0.04112116710549015,0.005497182995768876,2.2737181199618277e-05,0.012200093106063594,0.8941445719787641,0.02141115854378182,0.0188863790007278,0.002687215519408027,0.9333669266706087,1039.2449631393,37426.73583545071,1977.6540054980699,1744.451287106614,233.20271839145562,52.697874485449795,119488.45756577549,231.97177947365515
80.0,0.4499310344827586,19.201669291631934,42.40344282401912,1.0307834395664235,18628.228349990466,4.134026402287448e-05,0.01888715403101702,0.880158167853443,0.05045666892575855,0.04289118055590491,0.007565488369853646,4.261285954208263e-05,0.009369324356616134,0.893698850252734,0.022930677088683796,0.01949244435313469,0.003609594591515658,1.7534193929840127,801.0858890000554,37331.314564260414,2140.0855531751204,1819.2004708312752,320.88508234384545,61.626416903936104,119488.45756577549,231.97177947365515
80.0,0.4843103448275862,37.10830075756081,42.33742554641765,1.0287334686026035,36071.83190799408,8.005157693195159e-05,0.014137337955918233,0.8772337672666086,0.054274421598610754,0.04381890311294211,0.010455518485668652,8.235173640431472e-05,0.006997595801175906,0.8923074640548228,0.024429527209263103,0.019723380818213707,0.004882657168993658,3.3946320401530374,599.5017490839291,37199.59015421714,2301.5373035815905,1858.165175159512,443.37212842207896,79.46163804866505,119488.45756577549,231.97177947365515
80.0,0.5186896551724138,71.92634393640179,42.21958929068832,1.0273983991753934,70008.23049182385,0.00015536414295177627,0.010403675394873618,0.8733346902985339,0.05805313508182029,0.04376539045010885,0.014287744631711447,0.00015962087175791192,0.005148554086090764,0.8898239363209912,0.025896467790974435,0.01952295982901336,0.0065504881355833095,6.586810245998921,441.0736891090155,37025.8527930103,2461.217741135948,1855.4752516248116,605.7424895111365,114.15764045918105,119488.45756577549,231.97177947365515
80.0,0.5530689655172414,135.10409802610104,42.05246384139672,1.0267668777911234,131582.0571820057,0.00029201043074930243,0.007661924483890079,0.8685138184532191,0.061766123316070766,0.042778818494513995,0.01898730482155675,0.00029982663826290233,0.0037984460929008103,0.8863015850227788,0.027319002115577095,0.018920964603414605,0.008570931632694024,12.377011912149724,324.7545999085023,36812.40375310742,2617.9888235110343,1813.2021679350762,804.7866555759573,177.16519910607988,119488.45756577549,231.97177947365515
80.0,0.5874482758620689,240.20271621032418,41.84687138507513,1.026700039740821,233956.07958772522,0.0005192016072702988,0.005727325397982957,0.8629903745187035,0.06538154923802163,0.04107249168451456,0.024309057553507082,0.0005330643108179139,0.002848820924818114,0.8819684995561626,0.02868600105290346,0.01802045918823511,0.010830860837970588,22.000790607883143,242.69124952580293,36568.589658699195,2770.495611458795,1740.4169722159465,1030.0786392428488,282.05606549330906,119488.45756577549,231.97177947365515
80.0,0.6218275862068966,401.3481993909183,41.6157504426151,1.0270208597391095,390788.7513529875,0.000867248879204888,0.004373189100130258,0.8570277130226845,0.06886592449899015,0.03890319627450686,0.029962728224483294,0.0008906826895287832,0.0021848055224333025,0.87709737337419,0.029987952703929868,0.016940558315291617,0.01320297934811299,36.738612016442254,185.25812079632865,36305.62044075082,2917.3153658516076,1648.0268448879117,1269.288520963696,442.96891783520863,119488.45756577549,231.97177947365515
80.0,0.6562068965517242,632.292484824985,41.36991044761767,1.0275791029634929,615322.4437919001,0.0013655400721760268,0.0034135701933779997,0.850848273054449,0.07218630833999845,0.03648649397989451,0.035699814360103936,0.001403200442427345,0.0017139400481075077,0.8719160270908903,0.031216183857135597,0.015778187450923506,0.01558279453510523,57.829874722648384,144.56282950777398,36032.95871084312,3057.050652010786,1545.1830516870912,1511.8676003236947,673.6662925792245,119488.45756577549,231.97177947365515
80.0,0.6905862068965517,945.6813442533453,41.117187924509885,1.028266174873944,919685.3571199862,0.0020409904134190675,0.002719478080480888,0.8446156154651222,0.07531195802048889,0.033979127470436805,0.04133283055005209,0.002098681405360814,0.0013727200283479484,0.8665896240138632,0.03236264901053202,0.014601327663140934,0.017895055946220654,86.40719525721472,115.13159099272049,35757.57432418795,3188.400601538439,1438.5374290364084,1749.8631725020307,986.801653588585,119488.45756577549,231.97177947365515
80.0,0.7249655172413794,1352.1940790942929,40.863017988012494,1.0290077821246348,1314075.6586916787,0.0029162319494743846,0.002206535550872078,0.8384445531008751,0.07821633969938924,0.03148944502891959,0.04672689467046965,0.0030008253704896367,0.0011198571885840342,0.8612327151194784,0.03342044451087208,0.01345487725853504,0.020088467921572255,123.41973274334397,93.3842138401931,35484.35256752248,3310.2441469380174,1332.685107714411,1977.5590392236063,1393.0596435114185,119488.45756577549,231.97177947365515
80.0,0.7593448275862069,1859.6232977646628,40.61111806423542,1.0297540276917667,1805890.7736763894,0.004007681244700504,0.0018199264427206188,0.8324137055420754,0.08087934338525175,0.0290905534137905,0.05178878997146125,0.004126925903435097,0.0009286344949320367,0.8559236492213952,0.03438459725706771,0.012367397177717442,0.022129811853061405,169.55162950274416,76.9950190890177,35216.64812582259,3421.7353194480975,1230.7243099652737,2191.0110094828237,1900.236527439144,119488.45756577549,231.97177947365515
80.0,0.7937241379310345,2472.161330136263,40.36397651410658,1.0304721023954033,2399057.019000858,0.005324051686937606,0.0015234571413612588,0.8265745575936709,0.08328896678901505,0.026829650405373603,0.05645931638364144,0.005486286735100389,0.0007814547510643587,0.8507148712427658,0.03525269266247306,0.011355854880252576,0.023999888370538392,225.15943303828965,64.42851541968031,34956.658893504675,3522.373117933883,1134.6525595742648,2387.7205583596174,2512.5270835904553,119488.45756577549,231.97177947365515
80.0,0.8281034482758621,3190.126319407466,40.12316144947738,1.0311415214149466,3093781.2639238215,0.006865802365993573,0.0012926402090701803,0.8209573559273703,0.085442100748783,0.02473428612329254,0.06070781462549045,0.0070796138974049535,0.0006664261803340043,0.8456394308527995,0.036025173625912225,0.010428780944004318,0.025690698927856824,290.24934907896875,54.6459043351195,34705.679755614095,3612.0343703900244,1045.6331342680176,2566.4012361220066,3230.2509962350155,119488.45756577549,231.97177947365515
80.0,0.8624827586206897,4010.2107622944527,39.88954046587466,1.0317508417018864,3886801.5418136786,0.008625694238023195,0.0011104846324973502,0.8155757042803503,0.0873440584245645,0.022816952471104993,0.06452710595345951,0.008899567290343543,0.0005752970795220915,0.8407156135743968,0.03670518837707279,0.00958852329223905,0.027203066947001923,364.5014573907118,46.926456675333945,34464.30219056467,3690.953529262768,964.1904986929363,2726.7630305698317,4050.101610921088,119488.45756577549,231.97177947365515
80.0,0.8968620689655172,4926.177681139099,39.663451638523476,1.032295197022773,4772062.96740178,0.010590290139226924,0.0009649298018153269,0.8104305144307653,0.08900713324332038,0.02107892594932583,0.06792820729399454,0.010932305645801587,0.0005022034166979917,0.8359505447120097,0.037298098745809395,0.008833043295128936,0.028544370891501702,447.33372911864444,40.75862331523188,34232.575259578305,3759.660246173489,890.373580587851,2869.2866655856383,4965.842274731627,119488.45756577549,231.97177947365515
80.0,0.9312413793103448,5929.755434519021,39.444858397256176,1.0327742938380031,5741579.22974905,0.012741866634150398,0.0008472562298429314,0.8055138293238843,0.09044852390606105,0.019513721718058572,0.07093480218800247,0.013159472315262691,0.00044289690973744474,0.8313434535094306,0.03781077273921187,0.008157445421044544,0.029726323991846413,537.9834939916051,35.77261322257178,34010.17737830967,3818.892028499911,823.902846583279,2994.9891819166314,5969.201300013965,119488.45756577549,231.97177947365515
